studentNumber,class,SESSION_CD,grade
1009639312,PHLA11H3,20229,88
1009639312,PSYA01H3,20229,90
1008912456,CLAA05H3,20229,55
1008912456,HLTA02H3,20229,73
1008912456,PSYA01H3,20229,71
1008319188,BIOB10H3,20229,93
1008319188,BIOB34H3,20229,88
1008319188,BIOB50H3,20229,84
1008319188,BIOB90H3,20229,CR
1008319188,CHMB16H3,20229,78
1008319188,PSYA01H3,20229,74
1008724427,BIOA11H3,20229,74
1008724427,PHLA11H3,20229,74
1008724427,PSYA01H3,20229,64
1008724427,STAB22H3,20229,68
1009122334,BIOA01H3,20229,68
1009122334,HLTA02H3,20229,68
1009122334,PHLB09H3,20229,70
1009122334,PSYA01H3,20229,64
1009420020,BIOA11H3,20229,77
1009420020,HLTA02H3,20229,70
1009420020,PSYA01H3,20229,71
1006254517,BIOD23H3,20229,80
1006254517,CHMC11H3,20229,70
1006254517,CSCA20H3,20229,100
1006254517,EESA09H3,20229,82
1009306216,BIOA01H3,20229,77
1009306216,HLTA02H3,20229,81
1009306216,LINA01H3,20229,86
1009306216,PHLB09H3,20229,84
1009306216,PSYA01H3,20229,83
1009551487,HLTA02H3,20229,80
1009551487,MGTA01H3,20229,78
1009551487,PHLA11H3,20229,77
1009551487,PHLB09H3,20229,77
1009551487,PSYA01H3,20229,70
1007359733,ASTB03H3,20229,88
1007359733,HLTA02H3,20229,91
1007359733,LINA01H3,20229,98
1007359733,MDSA01H3,20229,86
1007359733,PSYA01H3,20229,92
1009253594,COPB11H3,20229,CR
1009253594,MATA32H3,20229,85
1009253594,MGAB01H3,20229,99
1009253594,MGEA02H3,20229,82
1009253594,MGMA01H3,20229,90
1009253594,MGTA05H3,20229,87
1009053765,MGTA01H3,20229,74
1009053765,PSYA01H3,20229,90
1009053765,VPAA10H3,20229,85
1009053765,VPSA62H3,20229,88
1009053765,VPSA63H3,20229,87
1009272314,BIOA01H3,20229,60
1009272314,CHMA10H3,20229,60
1009272314,ENGA01H3,20229,81
1009272314,PSYA01H3,20229,68
1008837010,CHMA10H3,20229,57
1008837010,MATA29H3,20229,82
1008837010,PSYA01H3,20229,53
1009628075,BIOA01H3,20229,66
1009628075,CHMA10H3,20229,64
1009628075,HLTA02H3,20229,79
1009628075,MATA29H3,20229,51
1009628075,PSYA01H3,20229,73
1009587350,BIOA11H3,20229,67
1009587350,PHLA11H3,20229,75
1009587350,PSYA01H3,20229,56
1009587350,STAB22H3,20229,64
1009587350,VPHA46H3,20229,61
1008835307,BIOA11H3,20229,63
1008835307,LINA01H3,20229,71
1008835307,MDSA01H3,20229,70
1008835307,PSYA01H3,20229,51
1005948487,CSCC43H3,20229,63
1005948487,CSCD03H3,20229,88
1005948487,CSCD27H3,20229,64
1005948487,EESA07H3,20229,83
1005948487,PSYA01H3,20229,68
1005536724,ANTB19H3,20229,84
1005536724,ENGB27H3,20229,72
1005536724,ENGC29H3,20229,76
1008966996,ANTA01H3,20229,70
1008966996,ENGA01H3,20229,68
1008966996,PHLB81H3,20229,63
1008966996,PSYA01H3,20229,73
1008966996,WSTA01H3,20229,92
1008916327,BIOA01H3,20229,68
1008916327,CHMA10H3,20229,66
1008916327,MATA29H3,20229,56
1008916327,PSYA01H3,20229,62
1009127366,BIOA01H3,20229,80
1009127366,CHMA10H3,20229,76
1009127366,MGTA01H3,20229,78
1009127366,PSYA01H3,20229,73
1009368774,BIOA01H3,20229,73
1009368774,CHMA10H3,20229,70
1009368774,PSYA01H3,20229,78
1009368774,STAB22H3,20229,73
1009014193,BIOA11H3,20229,74
1009014193,ENGB30H3,20229,66
1009014193,PSYA01H3,20229,70
1009014193,THRA10H3,20229,88
1009572311,BIOA01H3,20229,67
1009572311,CHMA10H3,20229,67
1009572311,ENGA01H3,20229,68
1009572311,MGTA01H3,20229,57
1009572311,PSYA01H3,20229,70
1008823579,FREB01H3,20229,83
1008823579,PSYA01H3,20229,69
1009271020,BIOA01H3,20229,88
1009271020,CHMA10H3,20229,85
1009271020,LINA01H3,20229,87
1009271020,MATA29H3,20229,82
1009271020,PSYA01H3,20229,94
1009074902,BIOA01H3,20229,73
1009074902,CHMA10H3,20229,74
1009074902,MATA29H3,20229,55
1009074902,PSYA01H3,20229,79
1009179791,BIOA01H3,20229,57
1009179791,CHMA10H3,20229,59
1009179791,MATA29H3,20229,62
1009179791,PHYA11H3,20229,52
1009179791,PSYA01H3,20229,54
1005033884,MGEC31H3,20229,73
1005033884,MGSC14H3,20229,92
1005033884,PSYA01H3,20229,85
1005033884,WSTA01H3,20229,82
1009328871,BIOA01H3,20229,57
1009328871,CHMA10H3,20229,69
1009328871,PSYA01H3,20229,62
1009328871,VPSA62H3,20229,78
1009264920,ANTA01H3,20229,83
1009264920,IDSA01H3,20229,81
1009264920,PSYA01H3,20229,83
1008953642,COPB50H3,20229,CR
1008953642,CTLA01H3,20229,85
1008953642,PHLB81H3,20229,81
1008953642,PSYA01H3,20229,74
1006440870,BIOC35H3,20229,79
1006440870,BIOD17H3,20229,81
1006440870,EESA09H3,20229,84
1006440870,EESD13H3,20229,75
1006440870,FREC01H3,20229,78
1006217274,ANTA01H3,20229,74
1006217274,ANTA02H3,20229,60
1006217274,EESA09H3,20229,90
1006217274,PSYA01H3,20229,66
1008924568,BIOA11H3,20229,75
1008924568,ENGA01H3,20229,85
1008924568,LINA01H3,20229,67
1008924568,MDSA01H3,20229,91
1008924568,PSYA01H3,20229,88
1006504294,NROC34H3,20229,78
1006504294,PSYB20H3,20229,84
1006504294,PSYC37H3,20229,78
1008263399,COPB50H3,20229,CR
1008263399,HLTB11H3,20229,65
1008263399,HLTB16H3,20229,54
1008263399,PSYA01H3,20229,53
1008811626,BIOA01H3,20229,80
1008811626,CHMA10H3,20229,84
1008811626,MATA29H3,20229,79
1008811626,PSYA01H3,20229,82
1009120997,BIOA11H3,20229,87
1009120997,COPB50H3,20229,CR
1009120997,MDSA01H3,20229,82
1009120997,PHLA11H3,20229,81
1009120997,PSYA01H3,20229,88
1004637244,MGEB11H3,20229,67
1004637244,MGHB12H3,20229,80
1004637244,MGTA35H3,20229,83
1009577227,BIOA01H3,20229,64
1009577227,HLTA02H3,20229,78
1009577227,MDSA01H3,20229,82
1009577227,PSYA01H3,20229,72
1009066779,BIOA01H3,20229,75
1009066779,CHMA10H3,20229,74
1009066779,HLTA02H3,20229,82
1009066779,PHLB09H3,20229,82
1009066779,PSYA01H3,20229,81
1006964420,COPC07H3,20229,CR
1006964420,PSYA01H3,20229,80
1009429272,BIOA01H3,20229,90
1009429272,CHMA10H3,20229,83
1009429272,PHLB09H3,20229,71
1009429272,PSYA01H3,20229,86
1009429272,STAB22H3,20229,90
1009586903,ENGB70H3,20229,92
1009586903,PHLA11H3,20229,81
1009586903,PHLB81H3,20229,73
1009586903,PSYA01H3,20229,82
1009352727,BIOA01H3,20229,80
1009352727,CHMA10H3,20229,83
1009352727,MATA29H3,20229,95
1009352727,PHLB81H3,20229,80
1009352727,PSYA01H3,20229,89
1006898485,PSYA01H3,20229,84
1009298555,HLTA02H3,20229,73
1009298555,LINA01H3,20229,69
1009298555,MUZA60H3,20229,75
1009298555,PHLA11H3,20229,76
1009298555,PSYA01H3,20229,68
1009122619,HISA04H3,20229,83
1009122619,MDSA01H3,20229,87
1009122619,PSYA01H3,20229,89
1009122619,VPAA10H3,20229,85
1004481893,CHMA10H3,20229,58
1008062702,IDSB11H3,20229,60
1008062702,MDSA01H3,20229,73
1009464045,BIOA01H3,20229,70
1009464045,CHMA10H3,20229,72
1009464045,PSYA01H3,20229,66
1009464045,STAB22H3,20229,60
1009149011,BIOA01H3,20229,72
1009149011,CHMA10H3,20229,73
1009149011,MATA30H3,20229,78
1009149011,MGTA01H3,20229,63
1009149011,PSYA01H3,20229,67
1009749809,BIOA01H3,20229,65
1009749809,CHMA10H3,20229,69
1009749809,PSYA01H3,20229,70
1009199172,BIOA01H3,20229,87
1009199172,CHMA10H3,20229,83
1009199172,COPB50H3,20229,CR
1009199172,HLTA02H3,20229,88
1009199172,LINA01H3,20229,76
1009199172,PSYA01H3,20229,80
1006083088,MGEB12H3,20229,51
1006083088,MGFB10H3,20229,64
1006083088,MGHC02H3,20229,80
1006083088,PSYA01H3,20229,75
1009260540,BIOA01H3,20229,68
1009260540,CHMA10H3,20229,70
1009260540,HLTA02H3,20229,75
1009260540,PSYA01H3,20229,69
1009295451,BIOA11H3,20229,73
1009295451,CSCA20H3,20229,50
1009295451,ENGA10H3,20229,80
1009295451,HLTA02H3,20229,81
1009295451,PSYA01H3,20229,77
1009642013,BIOA11H3,20229,78
1009642013,CHMA10H3,20229,72
1009642013,PHLA11H3,20229,79
1009642013,PSYA01H3,20229,66
1009273368,BIOA01H3,20229,60
1009273368,CHMA10H3,20229,70
1009273368,GASB57H3,20229,77
1009273368,LINA01H3,20229,83
1009273368,PSYA01H3,20229,63
1009068170,ANTA01H3,20229,90
1009068170,CLAA05H3,20229,78
1009068170,CTLA01H3,20229,92
1009068170,HLTA02H3,20229,83
1009068170,PSYA01H3,20229,84
1009760199,BIOA01H3,20229,80
1009760199,EESA09H3,20229,90
1009760199,PSYA01H3,20229,84
1009760199,STAB23H3,20229,85
1009427265,ANTA01H3,20229,67
1009427265,BIOA01H3,20229,73
1009427265,ENGA01H3,20229,84
1009427265,LINA01H3,20229,67
1009427265,PSYA01H3,20229,85
1009585370,BIOA01H3,20229,76
1009585370,CHMA10H3,20229,78
1009585370,CSCA20H3,20229,100
1009585370,MATA29H3,20229,88
1009585370,PSYA01H3,20229,81
1009189977,ANTA01H3,20229,68
1009189977,ENGA03H3,20229,78
1009189977,LINA01H3,20229,67
1009189977,PSYA01H3,20229,63
1009189977,WSTA01H3,20229,77
1009605143,LINA01H3,20229,80
1009605143,LINB09H3,20229,67
1009605143,LINB20H3,20229,88
1009605143,PSYA01H3,20229,69
1009360460,BIOA01H3,20229,80
1009360460,CHMA10H3,20229,77
1009360460,ENGA01H3,20229,84
1009360460,MATA29H3,20229,87
1009092278,ANTA01H3,20229,72
1009092278,ENGA03H3,20229,81
1009092278,PSYA01H3,20229,74
1008833201,MATA32H3,20229,62
1008833201,MDSA01H3,20229,74
1008833201,MGEA02H3,20229,77
1008833201,PSYA01H3,20229,57
1007047811,BIOA11H3,20229,51
1007047811,IDSA01H3,20229,71
1007047811,MDSA01H3,20229,75
1009360772,BIOA11H3,20229,80
1009360772,ENGA10H3,20229,73
1009360772,LINA01H3,20229,82
1009360772,PSYA01H3,20229,77
1008459142,BIOA01H3,20229,71
1008459142,MATA29H3,20229,68
1008459142,PSYA01H3,20229,73
993207196,CHMB41H3,20229,93
993207196,PSYA01H3,20229,96
1008923818,EESA09H3,20229,58
1008923818,PSYA01H3,20229,51
1009053266,ENGA01H3,20229,65
1009053266,ENGA10H3,20229,81
1009053266,PSYA01H3,20229,58
1009053266,STAB22H3,20229,54
1006280748,CSCC46H3,20229,85
1006280748,CSCC73H3,20229,87
1006280748,CSCD27H3,20229,80
1006280748,CSCD58H3,20229,83
1006280748,PSYA01H3,20229,83
1009706999,ANTA02H3,20229,59
1009706999,EESA09H3,20229,77
1009706999,LINA01H3,20229,55
1009706999,MDSA01H3,20229,76
1009706999,PSYA01H3,20229,57
1005242088,CSCA08H3,20229,80
1005242088,PSYC12H3,20229,89
1005242088,PSYC31H3,20229,90
1005242088,PSYD59H3,20229,86
1005732655,BIOC19H3,20229,68
1005732655,BIOD26H3,20229,56
1005732655,HISA07H3,20229,64
1005732655,PSYB20H3,20229,73
1007886441,CHMA10H3,20229,95
1007886441,COPB51H3,20229,CR
1007886441,MATB24H3,20229,90
1007886441,MATB41H3,20229,98
1007886441,MATB44H3,20229,85
1007886441,PSYA01H3,20229,92
1008836609,BIOA01H3,20229,75
1008836609,MDSA01H3,20229,82
1008836609,PSYA01H3,20229,84
1008836609,VPSA62H3,20229,83
1008836609,VPSA63H3,20229,75
1007587719,BIOB50H3,20229,71
1007587719,HLTA02H3,20229,74
1007587719,HLTC19H3,20229,80
1007587719,PSYA01H3,20229,80
1008411657,MATB41H3,20229,91
1008411657,MGEB02H3,20229,74
1008411657,PSYA01H3,20229,63
1008411657,STAB57H3,20229,70
1009618095,ANTA01H3,20229,68
1009618095,BIOA11H3,20229,71
1009618095,FSTA01H3,20229,76
1009618095,PHLB81H3,20229,63
1009618095,PSYA01H3,20229,80
1009418257,BIOA01H3,20229,66
1009418257,CHMA10H3,20229,69
1009418257,MATA29H3,20229,62
1009418257,PSYA01H3,20229,70
1009008949,BIOA11H3,20229,80
1009008949,LINA01H3,20229,79
1009008949,PSYA01H3,20229,76
1009008949,WSTA01H3,20229,75
1007043637,EESA07H3,20229,74
1007043637,LINC13H3,20229,73
1007043637,PLIC24H3,20229,50
1007043637,PSYA01H3,20229,58
1009546494,ENGB70H3,20229,88
1009546494,PHLA11H3,20229,73
1009546494,PHLB81H3,20229,70
1009546494,PSYA01H3,20229,64
1009359089,EESA07H3,20229,80
1009359089,MATA30H3,20229,82
1009359089,MGEA02H3,20229,71
1009359089,PSYA01H3,20229,62
1006740270,BIOC15H3,20229,67
1006740270,BIOC32H3,20229,80
1006740270,COPB52H3,20229,CR
1006740270,CSCA20H3,20229,92
1006740270,PSYA01H3,20229,79
1007218422,BIOB50H3,20229,70
1007218422,BIOC12H3,20229,61
1007218422,BIOC19H3,20229,65
1007218422,BIOC20H3,20229,54
1009296450,ANTA02H3,20229,68
1009296450,BIOA01H3,20229,57
1009296450,CHMA10H3,20229,63
1009296450,PSYA01H3,20229,57
1008967959,CSCA08H3,20229,61
1008967959,CSCA67H3,20229,71
1008967959,MGEA01H3,20229,70
1008967959,PSYA01H3,20229,60
1009319881,COPB50H3,20229,CR
1009319881,CSCA67H3,20229,82
1009319881,LINA01H3,20229,68
1009319881,MATA31H3,20229,82
1009319881,PSYA01H3,20229,75
1007000941,ENGB27H3,20229,80
1007000941,ENGB70H3,20229,96
1007000941,PSYA01H3,20229,76
1006509761,MGTA01H3,20229,86
1006509761,NROC64H3,20229,61
1006509761,PSYD66H3,20229,70
1007625367,MATB24H3,20229,73
1007625367,MATB44H3,20229,84
1007625367,PSYA01H3,20229,63
1007625367,STAB52H3,20229,71
1008361014,HLTA02H3,20229,77
1008361014,HLTB50H3,20229,86
1008361014,PHLB09H3,20229,73
1008361014,PSYA01H3,20229,67
1009121549,ANTA01H3,20229,90
1009121549,LINA01H3,20229,92
1009121549,PHLB35H3,20229,83
1009121549,PSYA01H3,20229,91
1009466196,PHLA11H3,20229,64
1009466196,PSYA01H3,20229,52
1008829984,BIOA11H3,20229,81
1008829984,MDSA01H3,20229,78
1008829984,PSYA01H3,20229,77
1008829984,WSTA01H3,20229,88
1008837029,BIOA01H3,20229,73
1008837029,CHMA10H3,20229,76
1008837029,MDSA01H3,20229,77
1008837029,PSYA01H3,20229,73
1008968663,BIOA01H3,20229,81
1008968663,CHMA10H3,20229,70
1008968663,MATA29H3,20229,85
1008968663,MGTA01H3,20229,74
1008968663,PSYA01H3,20229,79
